area,direction,district,house,price,traffic,type
92㎡,朝南,松江,金地都会艺境(松江) 3室2厅 南,5500,151,3室2厅1卫
325㎡,朝南,松江,整租·佘山高尔夫郡 4室2厅 南,29998,1000,4室2厅4卫
93㎡,朝南,松江,知雅汇(公寓) 2室2厅 南,5500,0,2室2厅1卫
150㎡,朝南,松江,整租·绿洲香岛花园 3室2厅 南/北,8500,0,3室2厅2卫
102㎡,朝南,松江,整租·金丰蓝庭 2室2厅 南,5500,0,2室2厅1卫
114㎡,朝南,松江,保利西子湾 3室2厅 南,7000,655,3室2厅1卫
126㎡,朝南,松江,中山文化苑(一期) 3室2厅 南,3500,0,3室2厅2卫
97㎡,朝南,松江,大名公寓 2室2厅 南/北,3600,0,2室2厅1卫
99㎡,朝南,松江,金地艺境(松江) 3室2厅 南,4500,0,3室2厅1卫
138㎡,朝南,松江,松乐苑 3室2厅 南/西/北,4000,1154,3室2厅2卫
184㎡,朝南,松江,整租·润峰苑(别墅) 4室3厅 南/北,6500,0,4室3厅3卫
85㎡,朝南,松江,整租·紫东新苑 2室1厅 南,4500,0,2室1厅1卫
109㎡,朝南,松江,新理想花园 3室2厅 南,3800,0,3室2厅2卫
218㎡,朝南,松江,英郡雷丁小城 3室2厅 南,7000,0,3室2厅2卫
111㎡,朝南,松江,整租·海德名园(公寓) 2室1厅 南,3200,0,2室1厅2卫
293㎡,朝南,松江,整租·天马高尔夫别墅 4室2厅 南/北,18000,0,4室2厅3卫
89㎡,朝南,松江,绿地诺丁山(公寓) 2室2厅 南,4200,0,2室2厅1卫
62㎡,朝东南,松江,整租·开元地中海 1室1厅 东南,3900,0,1室1厅1卫
107㎡,朝向暂无,松江,整租·上坤旭辉墅 3室2厅,4000,0,3室2厅2卫
76㎡,朝南,松江,塘和家园桂花锦苑 2室1厅 南,2500,0,2室1厅1卫
189㎡,朝南,松江,绿洲华庭苑(别墅) 5室2厅 南,9000,0,5室2厅3卫
127㎡,朝南,松江,整租·金丰蓝庭 3室2厅 南/北,6500,0,3室2厅2卫
93㎡,朝南,松江,月亮河碧园(公寓) 2室2厅 南,3000,0,2室2厅1卫
125㎡,朝南,松江,英伦风尚(公寓) 3室2厅 南/北,7500,0,3室2厅2卫
54㎡,朝南,松江,新凯城钟秀苑 1室1厅 南/北,2700,0,1室1厅1卫
86㎡,朝南,松江,海派青城 2室1厅 南,4100,0,2室1厅1卫
260㎡,朝向暂无,松江,整租·泗泾颐景园 4室2厅,12000,705,4室2厅4卫
106㎡,朝南,松江,整租·文景苑 2室2厅 南,4300,1048,2室2厅1卫
132㎡,朝南,松江,整租·文翔名苑(公寓) 3室2厅 南/北,5200,0,3室2厅2卫
150㎡,朝南,松江,锦桂苑 3室2厅 南,6000,502,3室2厅2卫
92㎡,朝南,松江,润和欣苑 2室2厅 南,4500,1102,2室2厅1卫
90㎡,朝南,松江,米兰诺贵都 3室1厅 南,6000,311,3室1厅1卫
125㎡,朝南,松江,整租·荣盛名邸(公寓) 3室2厅 南,5500,865,3室2厅1卫
191㎡,朝东南,松江,达安圣芭芭花园 3室2厅 东南,11500,0,3室2厅3卫
91㎡,朝南,松江,整租·开元新都 2室2厅 南,4500,0,2室2厅1卫
191㎡,朝南,松江,文翔名苑(别墅) 3室2厅 南/北,7000,0,3室2厅3卫
41㎡,朝南,松江,整租·开元地中海 1室0厅 南,2500,0,1室0厅1卫
84㎡,朝南,松江,紫东新苑 1室2厅 南,4500,0,1室2厅1卫
76㎡,朝南,松江,紫东新苑 2室1厅 南,3600,0,2室1厅1卫
106㎡,朝南,松江,整租·新南路壹号(公寓) 3室2厅 南/北,6500,0,3室2厅2卫
80㎡,朝南,松江,整租·佘北家园瑞兰苑 3室1厅 南,1658,0,3室1厅1卫
58㎡,朝南,松江,兰花清苑 1室1厅 南,2700,0,1室1厅1卫
91㎡,朝南,松江,名仕豪庭(公寓) 2室2厅 南,3100,0,2室2厅1卫
55㎡,朝南,松江,整租·方塔西村 2室1厅 南,2600,0,2室1厅1卫
133㎡,朝南,松江,绿庭悦公馆 3室2厅 南,8500,956,3室2厅2卫
232㎡,朝南,松江,整租·荣盛名邸(别墅) 4室2厅 南,6500,0,4室2厅3卫
96㎡,朝南,松江,新理想花园 2室2厅 南,3000,0,2室2厅1卫
46㎡,朝南,松江,浪琴水岸花园(公寓) 1室1厅 南,2600,0,1室1厅1卫
180㎡,朝南,松江,整租·九龙仓兰宫 4室2厅 南/北,10000,633,4室2厅2卫
74㎡,朝南,松江,华亭新家百合苑 2室1厅 南,2800,0,2室1厅1卫
95㎡,朝南,松江,名仕豪庭(公寓) 3室2厅 南/北,4500,0,3室2厅1卫
65㎡,朝南,松江,整租·紫薇茗庭 2室1厅 南,3400,1077,2室1厅1卫
89㎡,朝南,松江,迎宾路1弄 3室1厅 南,3500,0,3室1厅1卫
89㎡,朝南,松江,旭辉安贝尔花园 3室2厅 南,4900,22,3室2厅2卫
128㎡,朝南,松江,整租·金丰蓝庭 3室2厅 南,7000,0,3室2厅2卫
79㎡,朝南,松江,永丰路22号 3室1厅 南/北,2300,0,3室1厅1卫
93㎡,朝南,松江,莱顿小城 2室2厅 南,4000,0,2室2厅1卫
89㎡,朝南,松江,国亭花苑 2室2厅 南,5000,0,2室2厅1卫
88㎡,朝南,松江,文景苑 2室1厅 南,4400,1048,2室1厅1卫
214㎡,朝南,松江,晨岛花苑 4室2厅 南/北,13000,0,4室2厅3卫
116㎡,朝南,松江,整租·恒杰丁香花园 2室2厅 南,4200,0,2室2厅1卫
80㎡,朝南,松江,象屿欣苑 2室2厅 南,4800,0,2室2厅1卫
128㎡,朝南,松江,新城上坤樾山璟里 4室2厅 南,6500,0,4室2厅2卫
493㎡,朝南,松江,整租·云顶别墅 5室2厅 南,15600,684,5室2厅4卫
99㎡,朝南,松江,万科白马花园(公寓) 3室2厅 南/北,4500,0,3室2厅1卫
145㎡,朝南,松江,龙湖好望山(公寓) 3室2厅 南/北,9000,927,3室2厅2卫
197㎡,朝东南,松江,泰晤士小镇(公寓) 3室2厅 东南,7800,0,3室2厅2卫
83㎡,朝南,松江,玉树南苑 2室1厅 南,3100,0,2室1厅1卫
89㎡,朝南,松江,米兰诺贵都 2室1厅 南,6500,311,2室1厅1卫
127㎡,朝南,松江,东明花苑 2室2厅 南,5000,364,2室2厅2卫
180㎡,朝南,松江,誉品谷水湾 3室2厅 南/北,8000,978,3室2厅2卫
133㎡,朝南,松江,御上海 3室2厅 南,6000,437,3室2厅2卫
487㎡,朝南,松江,佘山银湖别墅 5室3厅 南,35000,0,5室3厅4卫
91㎡,朝南,松江,松江颐景园(公寓) 3室2厅 南,3800,0,3室2厅1卫
211㎡,朝南,松江,明月清泉南园 3室2厅 南,7800,0,3室2厅2卫
239㎡,朝南,松江,整租·朗庭上郡苑(别墅) 4室2厅 南,12000,0,4室2厅3卫
112㎡,朝南,松江,江中公寓 3室2厅 南,4500,719,3室2厅2卫
60㎡,朝南,松江,整租·保利西子湾 1室1厅 南,3800,655,1室1厅1卫
183㎡,朝南,松江,月亮河桂园(别墅) 3室2厅 南,8000,0,3室2厅3卫
221㎡,朝南,松江,佘山3号 3室4厅 南,22000,0,3室4厅3卫
105㎡,朝南,松江,雅鹿新苑(公寓) 2室2厅 南,3500,0,2室2厅1卫
90㎡,朝南,松江,保利西子湾 2室2厅 南,4500,655,2室2厅1卫
124㎡,朝南,松江,九城湖滨国际 3室2厅 南,8100,0,3室2厅2卫
88㎡,朝南,松江,整租·朗庭上郡苑(公寓) 3室1厅 南,5200,0,3室1厅1卫
134㎡,朝南,松江,整租·新城上坤樾山美墅 4室2厅 南,3980,919,4室2厅2卫
118㎡,朝南,松江,晨星东区 3室1厅 南/北,3500,0,3室1厅1卫
104㎡,朝南,松江,整租·佘山珑原 3室2厅 南,2800,0,3室2厅1卫
89㎡,朝南,松江,贝尚湾(公寓) 2室2厅 南,7000,794,2室2厅1卫
97㎡,朝南,松江,新理想花园 2室2厅 南,2800,0,2室2厅1卫
245㎡,朝南,松江,整租·东鼎名人府邸(松江) 4室2厅 南,17000,0,4室2厅2卫
84㎡,朝南,松江,信达蓝爵 2室2厅 南/北,5500,0,2室2厅1卫
81㎡,朝南,松江,整租·佘北家园瑞兰苑 3室1厅 南,1600,0,3室1厅1卫
124㎡,朝南,松江,整租·开元新都 3室2厅 南,5800,0,3室2厅2卫
99㎡,朝南,松江,大名公寓 2室2厅 南,3400,0,2室2厅1卫
207㎡,朝南,嘉定,保利家园(别墅) 4室2厅 南,8000,284,4室2厅5卫
89㎡,朝南,嘉定,保利湖畔阳光苑 2室2厅 南,4600,0,2室2厅1卫
91㎡,朝南,嘉定,骏丰嘉峰汇 3室2厅 南,5500,50,3室2厅1卫
85㎡,朝南,嘉定,整租·宏立瑞园 2室2厅 南,4000,0,2室2厅1卫
60㎡,朝南,嘉定,东方慧谷 2室1厅 南,3000,0,2室1厅1卫
91㎡,朝南,嘉定,日月光伯爵湾 3室2厅 南,2500,0,3室2厅2卫
88㎡,朝南,嘉定,嘉星小区 3室2厅 南,4000,0,3室2厅2卫
97㎡,朝南,嘉定,华江景城 2室2厅 南,5500,0,2室2厅1卫
97㎡,朝南,嘉定,绿地清猗园(威廉公馆) 3室2厅 南,7800,417,3室2厅1卫
89㎡,朝南,嘉定,上海派 3室1厅 南,3800,464,3室1厅1卫
130㎡,朝南,嘉定,嘉宝都市港湾 3室2厅 南/北,9200,3,3室2厅2卫
117㎡,朝南,嘉定,首创旭辉城(公寓) 4室2厅 南,4500,0,4室2厅2卫
90㎡,朝南,嘉定,翔瑞新苑 3室2厅 南,4500,0,3室2厅1卫
114㎡,朝东南,嘉定,宏立瑞园 3室2厅 东南,5500,0,3室2厅2卫
49㎡,朝南,嘉定,桃园新村(嘉定) 2室1厅 南,2900,897,2室1厅1卫
84㎡,朝南,嘉定,整租·中冶翔腾 3室1厅 南,6200,213,3室1厅1卫
365㎡,朝南,嘉定,加州花园 5室3厅 南/北,25000,376,5室3厅4卫
300㎡,朝南,嘉定,金帝城市岸泊(别墅) 5室3厅 南/北,21000,0,5室3厅5卫
84㎡,朝南,嘉定,新城尚上城 2室1厅 南,3500,41,2室1厅1卫
139㎡,朝南,嘉定,安亭新镇颂苑 3室4厅 南/北,5000,0,3室4厅2卫
58㎡,朝南,嘉定,新虹桥时代公馆 1室1厅 南,1800,0,1室1厅1卫
38㎡,朝南,嘉定,菁英尚都 2室1厅 南,4000,0,2室1厅1卫
90㎡,朝南,嘉定,嘉秀新苑 2室2厅 南,6700,0,2室2厅1卫
69㎡,朝南,嘉定,上海派 2室1厅 南,3200,464,2室1厅1卫
74㎡,朝南,嘉定,翔华新村 2室1厅 南,3300,0,2室1厅1卫
164㎡,朝南,嘉定,安亭瑞仕华庭(公寓) 3室2厅 南,4800,887,3室2厅2卫
64㎡,朝南,嘉定,嘉实上城名都(公寓) 1室1厅 南,3500,0,1室1厅1卫
59㎡,朝南,嘉定,新城公馆 1室1厅 南/北,4000,1064,1室1厅1卫
67㎡,朝东南,嘉定,整租·嘉美坊 2室1厅 东南/南,4600,0,2室1厅1卫
194㎡,朝南,嘉定,魏玛原墅(公寓) 4室2厅 南,8000,0,4室2厅3卫
88㎡,朝南,嘉定,首创旭辉城(公寓) 3室2厅 南/北,3600,0,3室2厅1卫
93㎡,朝南,嘉定,整租·信义嘉庭 3室2厅 南,4000,0,3室2厅1卫
87㎡,朝南,嘉定,绿洲华亭茗苑 2室1厅 南/北,2500,0,2室1厅1卫
64㎡,朝南,嘉定,江桥二村 2室1厅 南,3800,0,2室1厅1卫
104㎡,朝南,嘉定,湖畔天下 3室2厅 南,6000,0,3室2厅2卫
99㎡,朝南,嘉定,嘉城桃花岛(公寓) 2室2厅 南,5200,0,2室2厅1卫
90㎡,朝南,嘉定,嘉宝梦之湾(公寓) 2室2厅 南,4200,955,2室2厅1卫
89㎡,朝南,嘉定,上海派 3室2厅 南,4000,464,3室2厅1卫
94㎡,朝南,嘉定,嘉宝新园 2室2厅 南,4200,0,2室2厅1卫
114㎡,朝南,嘉定,华江景城 3室2厅 南/北,8000,0,3室2厅2卫
61㎡,朝南,嘉定,绿地新江桥城 1室1厅 南,4400,832,1室1厅1卫
344㎡,朝南,嘉定,嘉苑别墅 5室2厅 南/北,13000,0,5室2厅4卫
90㎡,朝南,嘉定,万科金色领域 3室2厅 南/北,3800,817,3室2厅1卫
122㎡,朝南,嘉定,整租·好世凤翔苑 3室2厅 南,8500,1031,3室2厅2卫
61㎡,朝南,嘉定,银杏小区 2室1厅 南,2200,0,2室1厅1卫
256㎡,朝南,嘉定,整租·湖畔天下(别墅) 5室3厅 南,5500,1069,5室3厅3卫
87㎡,朝南,嘉定,上隽嘉苑(公寓) 2室2厅 南/北,4500,0,2室2厅1卫
88㎡,朝南,嘉定,永翔佳苑 2室1厅 南,4000,1131,2室1厅1卫
110㎡,朝南,嘉定,保利星海屿筑 3室2厅 南/北,4500,1063,3室2厅2卫
105㎡,朝南,嘉定,安亭新镇颂苑 2室2厅 南,3900,0,2室2厅1卫
81㎡,朝南,嘉定,高昌路105弄 2室1厅 南,2700,0,2室1厅1卫
81㎡,朝南,嘉定,佳兆业城市广场 2室2厅 南,2800,0,2室2厅1卫
135㎡,朝南,嘉定,叶城东路350弄 3室2厅 南/北,3000,0,3室2厅2卫
72㎡,朝南,嘉定,金鹤新城城杰苑 2室1厅 南/北,5600,0,2室1厅1卫
120㎡,朝南,嘉定,曹江公寓 3室2厅 南,6200,0,3室2厅2卫
91㎡,朝南,嘉定,新城香溢璟庭(二期) 3室2厅 南/北,4200,578,3室2厅1卫
90㎡,朝南,嘉定,清水颐园 2室2厅 南,3500,0,2室2厅1卫
88㎡,朝南,嘉定,路劲上海派 3室2厅 南,3500,198,3室2厅1卫
74㎡,朝南,嘉定,水岸秀苑 2室1厅 南,5500,959,2室1厅1卫
192㎡,朝南,嘉定,上海院子 4室2厅 南,3800,454,4室2厅4卫
75㎡,朝南,嘉定,金鹤新城双佳翠庭 2室1厅 南/北,5200,1158,2室1厅1卫
137㎡,朝南,嘉定,嘉亭菁苑 2室2厅 南,7000,192,2室2厅2卫
50㎡,朝南,嘉定,万城银座 2室2厅 南,3800,605,2室2厅2卫
113㎡,朝南,嘉定,湖畔天下 3室2厅 南,6500,0,3室2厅2卫
105㎡,朝南,嘉定,清水颐园 3室2厅 南,4500,0,3室2厅1卫
258㎡,朝南,嘉定,湖畔天下(别墅) 4室2厅 南/北,7000,1069,4室2厅3卫
115㎡,朝南,嘉定,整租·嘉城桃花岛(公寓) 3室1厅 南,5500,0,3室1厅1卫
89㎡,朝南,嘉定,金地格林世界(格林公馆) 3室2厅 南,5100,0,3室2厅1卫
75㎡,朝南,嘉定,整租·嘉和坊 2室1厅 南/北,4500,0,2室1厅1卫
67㎡,朝南,嘉定,嘉宝梦之湾(公寓) 1室2厅 南,3900,955,1室2厅1卫
76㎡,朝南,嘉定,李园二村 3室1厅 南,3800,0,3室1厅1卫
167㎡,朝南,嘉定,金地格林世界(卢尔公寓) 4室2厅 南/西,8500,565,4室2厅2卫
130㎡,朝南,嘉定,金地格林世界(春岸城) 3室1厅 南,3600,0,3室1厅1卫
102㎡,朝南,嘉定,嘉实上城名都(公寓) 3室2厅 南,4400,0,3室2厅1卫
52㎡,朝东,嘉定,塔城小区 2室0厅 东/东南,2800,0,2室0厅1卫
96㎡,朝南,嘉定,龙湖郦城 2室2厅 南,5300,316,2室2厅1卫
100㎡,朝南,嘉定,整租·汇龙公寓东区 3室2厅 南,3300,0,3室2厅1卫
47㎡,朝南,嘉定,温宿路42弄 1室1厅 南,2300,0,1室1厅1卫
89㎡,朝南,嘉定,上海西环中心星信名邸 3室1厅 南,5000,0,3室1厅1卫
86㎡,朝南,嘉定,上隽嘉苑(公寓) 2室2厅 南,3200,0,2室2厅1卫
93㎡,朝南,嘉定,整租·叶城五街坊 2室2厅 南,3800,0,2室2厅1卫
73㎡,朝南,嘉定,世盟壹天地 2室1厅 南,4800,82,2室1厅1卫
196㎡,朝南,嘉定,保利湖畔阳光苑 4室2厅 复式 南,6500,0,4室2厅3卫
135㎡,朝南,嘉定,绿地天呈 4室2厅 南,5500,720,4室2厅2卫
300㎡,朝南,嘉定,整租·湖畔天下(别墅) 5室2厅 南/北,19000,1069,5室2厅4卫
66㎡,朝南,嘉定,枫树林景苑 1室1厅 南,3200,0,1室1厅1卫
88㎡,朝南,嘉定,上海西环中心星信名邸 3室1厅 南,5000,0,3室1厅1卫
218㎡,朝南,嘉定,龙湖蔚澜香醍 4室2厅 南,12000,367,4室2厅4卫
81㎡,朝南,嘉定,阳光城新界 2室2厅 南/北,4500,0,2室2厅1卫
89㎡,朝南,嘉定,金地格林世界(格林公馆) 3室2厅 南/北,5500,0,3室2厅1卫
141㎡,朝南,嘉定,新城香溢璟庭(一期) 4室2厅 复式 南/北,7000,1088,4室2厅2卫
80㎡,朝南,嘉定,慈竹路70弄 3室1厅 南,2500,0,3室1厅1卫
115㎡,朝南,嘉定,玉兰二村 3室2厅 南,3500,1113,3室2厅2卫
80㎡,朝南,嘉定,曹安公路2089弄 2室1厅 南,4200,0,2室1厅1卫
71㎡,朝东,嘉定,东方慧谷 2室1厅 东,3000,0,2室1厅1卫
91㎡,朝南,嘉定,首创旭辉城(公寓) 3室2厅 南,3000,0,3室2厅1卫
157㎡,朝南,嘉定,整租·中星海上名豪苑(二期) 3室2厅 南/北,16500,0,3室2厅2卫
75㎡,朝南,嘉定,富友嘉园 2室2厅 南/北,4400,0,2室2厅1卫
92㎡,朝南,嘉定,枫树林景苑 2室2厅 南,4000,0,2室2厅1卫
89㎡,朝南,嘉定,新城香溢璟庭(一期) 3室2厅 南,4200,1088,3室2厅1卫
60㎡,朝南,嘉定,中房公寓 1室1厅 南,4000,1123,1室1厅1卫
256㎡,朝南,嘉定,湖畔天下(别墅) 4室2厅 南/北,18000,1069,4室2厅5卫
302㎡,朝南,嘉定,加州花园 5室3厅 南,24000,376,5室3厅3卫
73㎡,朝南,嘉定,缘圆宝邸 2室2厅 南/北,5500,209,2室2厅1卫
93㎡,朝南,嘉定,嘉城雅颂湾 2室2厅 南,4800,0,2室2厅1卫
61㎡,朝东南,嘉定,龙湖蔚澜香醍 1室1厅 东南,3000,367,1室1厅1卫
103㎡,朝南,嘉定,叶城三街坊 2室2厅 南,3300,0,2室2厅2卫
140㎡,朝南,嘉定,华润中央公园(浩翔路99弄)(公寓) 3室2厅 南,8000,0,3室2厅2卫
399㎡,朝南,嘉定,安亭瑞仕华庭(别墅) 5室3厅 南/北,20000,0,5室3厅4卫
108㎡,朝南,嘉定,沁乐小区 3室1厅 南,3200,0,3室1厅1卫
75㎡,朝南,嘉定,新城枫景 2室2厅 南/北,3300,0,2室2厅1卫
97㎡,朝南,嘉定,保利天琴宇舍 3室2厅 南,5200,0,3室2厅1卫
230㎡,朝南,嘉定,东海别墅 5室4厅 南,20000,532,5室4厅4卫
202㎡,朝南,嘉定,整租·泰东公寓 4室3厅 南,5500,0,4室3厅3卫
106㎡,朝南,嘉定,整租·南苑七村 3室2厅 南,3500,0,3室2厅2卫
167㎡,朝南,嘉定,整租·金地格林世界(布鲁斯郡) 4室2厅 南,11000,0,4室2厅2卫
129㎡,朝南,嘉定,嘉定蔷薇苑 4室1厅 南,4500,895,4室1厅2卫
240㎡,朝南,嘉定,常发豪庭国际 4室2厅 南/北,13000,685,4室2厅3卫
87㎡,朝南,嘉定,整租·朗诗绿色街区 2室2厅 南,5700,0,2室2厅1卫
311㎡,朝东,嘉定,整租·嘉华居(别墅) 5室2厅 东/东南/南,20000,0,5室2厅5卫
50㎡,朝南,嘉定,整租·嘉秀坊 1室1厅 南/北,4000,0,1室1厅1卫
270㎡,朝南,嘉定,整租·东方豪园(别墅) 4室3厅 南/北,15000,0,4室3厅3卫
104㎡,朝南,嘉定,整租·万城银座 3室1厅 南,4500,605,3室1厅1卫
93㎡,朝南,嘉定,保利星海屿筑 3室2厅 南,4500,1063,3室2厅1卫
350㎡,朝南,嘉定,整租·金地格林世界(安布瓦湖) 5室3厅 南/北,23000,889,5室3厅3卫
230㎡,朝南,嘉定,外冈新苑 6室2厅 复式 南,3300,0,6室2厅4卫
88㎡,朝南,嘉定,季景铭郡 2室1厅 南,5500,0,2室1厅1卫
117㎡,朝南,嘉定,安礼香苑 3室2厅 南,3500,0,3室2厅3卫
91㎡,朝南,嘉定,塔城东路365弄 2室1厅 南,3000,0,2室1厅1卫
45㎡,朝南,嘉定,整租·新城公馆 1室1厅 南,4500,1064,1室1厅1卫
53㎡,朝东,嘉定,清河路395号 2室2厅 东/南,4000,1184,2室2厅1卫
229㎡,朝南,嘉定,华润中央公园(浩翔路98弄) 5室2厅 南/北,14000,0,5室2厅4卫
87㎡,朝南,嘉定,丰盛雅苑 2室2厅 南/北,7000,479,2室2厅1卫
168㎡,朝南,嘉定,金地格林世界(柯玛仕庄园) 4室2厅 南/北,8700,717,4室2厅3卫
133㎡,朝南,嘉定,万达城市公寓 3室1厅 南,12000,559,3室1厅2卫
216㎡,朝南,松江,整租·沿海丽水馨庭(别墅) 4室2厅 南,12000,0,4室2厅4卫
88㎡,朝南,嘉定,上海西环中心星信名邸 3室2厅 南,3200,0,3室2厅1卫
89㎡,朝南,嘉定,保利家园 2室2厅 南,4000,0,2室2厅1卫
108㎡,朝南,嘉定,清水颐园 2室2厅 南,4000,0,2室2厅1卫
85㎡,朝南,嘉定,阳光里(嘉定) 2室2厅 南,2600,0,2室2厅1卫
85㎡,朝南,嘉定,德华二村 2室1厅 南,4000,0,2室1厅1卫
68㎡,朝东,嘉定,世盟壹天地 2室1厅 东,4200,82,2室1厅1卫
91㎡,朝南,嘉定,承安翡翠公馆 3室2厅 南,4000,0,3室2厅1卫
133㎡,朝南,嘉定,保利星海屿筑 6室4厅 南/北,9500,1063,6室4厅4卫
191㎡,朝南,嘉定,金地格林世界(格林公馆) 5室2厅 南,11000,0,5室2厅4卫
60㎡,朝南,嘉定,德华一村 2室1厅 南,4500,824,2室1厅1卫
92㎡,朝南,嘉定,新城香溢璟庭(一期) 3室2厅 南,5500,1088,3室2厅1卫
340㎡,朝南,嘉定,安亭瑞仕华庭(别墅) 5室2厅 南/北,18000,0,5室2厅4卫
130㎡,朝南,嘉定,华润中央公园(浩翔路98弄) 3室2厅 南,8500,0,3室2厅2卫
135㎡,朝南,嘉定,远香舫嘉苑 3室2厅 南/北,3400,0,3室2厅1卫
78㎡,朝南,嘉定,城中路171弄 3室0厅 南/北,2800,0,3室0厅1卫
191㎡,朝南,嘉定,金地格林世界(圣琼斯湾) 4室2厅 南/北,16000,0,4室2厅3卫
175㎡,朝东南,嘉定,森林公馆 4室2厅 东南,9500,0,4室2厅2卫
88㎡,朝南,嘉定,上海西环中心星信名邸 3室1厅 南,5000,0,3室1厅1卫
91㎡,朝南,嘉定,华谊逸品澜湾 3室2厅 南/北,3500,0,3室2厅1卫
90㎡,朝南,嘉定,翔瑞新苑 2室2厅 南/北,3800,0,2室2厅1卫
224㎡,朝南,嘉定,整租·金地格林世界(圣琼斯湾) 5室2厅 南,18000,0,5室2厅3卫
113㎡,朝南,嘉定,新城香溢澜庭 3室2厅 南/北,5500,359,3室2厅1卫
137㎡,朝南,嘉定,清水颐园 3室2厅 南,4800,0,3室2厅2卫
89㎡,朝南,嘉定,嘉城幸福港 2室2厅 南/北,4800,0,2室2厅1卫
222㎡,朝南,嘉定,整租·金地格林世界(柯玛仕庄园) 5室2厅 南,28000,717,5室2厅3卫
111㎡,朝南,嘉定,江桥三村四街坊 3室2厅 南,6200,0,3室2厅2卫
88㎡,朝南,嘉定,恒大御景湾 2室2厅 南/北,5500,242,2室2厅1卫
89㎡,朝南,嘉定,信义嘉庭 2室2厅 南,3800,0,2室2厅1卫
91㎡,朝南,嘉定,信义嘉庭 3室2厅 南,3800,0,3室2厅1卫
120㎡,朝南,嘉定,首创旭辉城(别墅) 4室2厅 南/北,3500,0,4室2厅3卫
97㎡,朝南,嘉定,申江花苑 2室2厅 南/北,4700,0,2室2厅2卫
130㎡,朝南,嘉定,华润中央公园(浩翔路98弄) 3室2厅 南/北,9000,0,3室2厅2卫
89㎡,朝南,嘉定,保利家园 2室2厅 南,3900,0,2室2厅1卫
73㎡,朝南,松江,新乐名苑 2室1厅 南,3500,0,2室1厅1卫
77㎡,朝南,松江,茉莉雅苑 2室1厅 南,2300,0,2室1厅1卫
101㎡,朝南,松江,金地都会艺境(松江) 3室1厅 南/北,4600,151,3室1厅1卫
311㎡,朝南,松江,佘山玺樾 5室3厅 南/北,6000,357,5室3厅3卫
86㎡,朝南,松江,整租·沿海丽水馨庭(公寓) 2室2厅 南,4800,0,2室2厅1卫
74㎡,朝南,松江,整租·华泽新苑 2室1厅 南,3500,0,2室1厅1卫
116㎡,朝南,松江,整租·金地双都汇 3室2厅 南/北,6500,0,3室2厅3卫
150㎡,朝南,松江,整租·上尚缘 3室2厅 南/北,7000,0,3室2厅2卫
260㎡,朝南,松江,长泰西郊 3室2厅 南,8000,0,3室2厅3卫
87㎡,朝南,松江,名仕豪庭(公寓) 2室2厅 南,5000,0,2室2厅1卫
84㎡,朝南,松江,国贸天悦 3室2厅 南/北,4500,0,3室2厅1卫
316㎡,朝南,松江,整租·天安别墅 4室2厅 南,10000,0,4室2厅3卫
135㎡,朝南,松江,嘉和阳光城 3室2厅 南,7800,832,3室2厅2卫
139㎡,朝南,松江,整租·泰晤士小镇(公寓) 4室2厅 南,11000,0,4室2厅3卫
92㎡,朝南,松江,整租·荣盛名邸(公寓) 2室2厅 南,4200,865,2室2厅1卫
90㎡,朝南,松江,润江花苑 3室1厅 南,4500,1130,3室1厅1卫
122㎡,朝南,松江,奥林匹克花园 3室2厅 南,6800,1086,3室2厅2卫
94㎡,朝南,松江,明丰公寓 2室2厅 南,3500,468,2室2厅1卫
92㎡,朝南,松江,御上海 2室2厅 南,5800,437,2室2厅1卫
97㎡,朝南,松江,整租·知雅汇(公寓) 2室2厅 南,5500,0,2室2厅1卫
92㎡,朝南,松江,绿地蔷薇九里(公寓) 2室2厅 南,4500,847,2室2厅1卫
98㎡,朝南,松江,新凯二期 3室2厅 南/北,5500,968,3室2厅1卫
51㎡,朝南,松江,三盛颐景园(公寓) 1室1厅 南,3800,0,1室1厅1卫
89㎡,朝南,松江,同润菲诗艾伦 3室2厅 南,4500,0,3室2厅1卫
82㎡,朝南,松江,天乐新村 2室2厅 南,3500,1005,2室2厅1卫
37㎡,朝南,松江,开元地中海 1室1厅 南,2650,0,1室1厅1卫
127㎡,朝南,松江,江诚苑 3室2厅 南,4300,899,3室2厅2卫
58㎡,朝南,松江,新乐名苑 1室1厅 南,2300,0,1室1厅1卫
65㎡,朝南,松江,星辰园(公寓) 2室1厅 南,4000,474,2室1厅1卫
68㎡,朝南,松江,方塔西村 2室1厅 南/北,2000,0,2室1厅1卫
86㎡,朝南,松江,公捷苑 2室2厅 南,3200,853,2室2厅1卫
68㎡,朝南,松江,青春驿站 2室2厅 南,5500,729,2室2厅2卫
100㎡,朝南,松江,紫金花园 2室1厅 南,5200,0,2室1厅1卫
109㎡,朝南,松江,紫金花园 2室2厅 南,4200,0,2室2厅1卫
70㎡,朝南,松江,佘北家园紫鹃苑 2室1厅 南,2500,0,2室1厅1卫
87㎡,朝南,松江,昌鑫花园(公寓) 2室2厅 南,2800,0,2室2厅1卫
470㎡,朝南,松江,长泰西郊 5室2厅 南,10000,0,5室2厅4卫
149㎡,朝南,松江,西南名苑 3室2厅 南,7000,455,3室2厅2卫
91㎡,朝南,松江,首创锦悦 3室2厅 南/北,4300,128,3室2厅1卫
41㎡,朝东,松江,开元地中海 1室1厅 东,2800,0,1室1厅1卫
